tag_id,name,category,count,right_tag_cn
12405,nagisa_kaworu_(neon_genesis_evangelion),4,2677,渚薰(新世纪福音战士)
1762231,kirima_syaro_(gochuumon_wa_usagi_desu_ka?),4,2677,桐间纱路(请问您今天要来点兔子吗？)
466559,kouzuki_kallen_(code_geass),4,2672,红月卡莲(Code_Geass_反叛的鲁路修)
1964868,yamada_ryo_(bocchi_the_rock!),4,2670,山田凉(孤独摇滚!)
473279,unzan_(touhou),4,2665,云山(东方 Project)
601487,enoshima_junko_(danganronpa),4,2658,江之岛盾子(弹丸论破)
471219,kousaka_kirino_(oreimo),4,2657,高坂桐乃(我的妹妹哪有这么可爱!)
11053,houjou_satoko_(higurashi_no_naku_koro_ni),4,2655,北条沙都子(寒蝉鸣泣之时)
700933,hayami_kanade_(idolmaster_cinderella_girls),4,2645,速水奏(偶像大师_灰姑娘女孩)
1236625,eren_yeager_(shingeki_no_kyojin),4,2617,艾伦·耶格尔(进击的巨人)
438339,rotom_(pokemon),4,2585,洛托姆(宝可梦)
12094,arcueid_brunestud_(tsukihime),4,2582,爱尔奎特·布伦史塔德(月姬)
499269,miyu_edelfelt_(fate),4,2577,美游·艾德费尔特(Fate 系列)
414822,miyafuji_yoshika_(strike_witches),4,2564,宫藤芳佳(强袭魔女)
658637,chitanda_eru_(hyouka),4,2548,千反田爱瑠(冰菓)
1398811,kanna_kamui_(kobayashi-san_chi_no_maid_dragon),4,2546,康娜卡姆依(小林家的龙女仆)
12112,emiya_kiritsugu_(fate),4,2532,卫宫切嗣(Fate 系列)
414823,erica_hartmann_(strike_witches),4,2528,艾丽卡·哈特曼(强袭魔女)
1452975,yorigami_jo'on_(touhou),4,2525,依神女苑(东方 Project)
1464778,nakano_yotsuba_(go-toubun_no_hanayome),4,2515,中野四叶(五等分的新娘)
438007,kamijou_touma_(toaru_majutsu_no_index),4,2510,上条当麻(魔法禁书目录)
717140,hishikawa_rikka_(chuunibyou),4,2506,菱川六花(中二病)
1366306,rowlet_(pokemon),4,2493,木木枭(宝可梦)
670005,yukine_chris_(senki_zesshou_symphogear),4,2471,雪音克莉丝(战姬绝唱)
12297,merlin_prismriver_(touhou),4,2465,梅露兰·普莉兹姆利巴(东方 Project)
12564,uchiha_sasuke_(naruto),4,2464,宇智波佐助(火影忍者)
1481047,akai_haato_(hololive),4,2459,赤井心(Hololive)
10284,asakura_ryouko_(suzumiya_haruhi),4,2456,朝仓凉子(凉宫春日)
554006,tachibana_kanade_(angel_beats!),4,2443,立华奏(Angel_Beats!)
4587,shana_(shakugan_no_shana),4,2441,夏娜(灼眼的夏娜)
9081,futami_mami_(idolmaster),4,2441,双海真美(偶像大师)
482064,makinami_mari_illustrious_(neon_genesis_evangelion),4,2440,真希波·真理·伊拉丝多莉亚斯(新世纪福音战士)
660390,aoki_reika_(idolmaster_cinderella_girls),4,2440,青木丽华(偶像大师_灰姑娘女孩)
420872,gertrud_barkhorn_(strike_witches),4,2417,格特鲁德·巴克霍隆(强袭魔女)
12298,lyrica_prismriver_(touhou),4,2406,莉莉卡·普莉兹姆利巴(东方 Project)
1719005,hakui_koyori_(hololive),4,2401,白衣小夜里(Hololive)
394317,rosalina_(super_mario),4,2388,罗莎塔(超级马力欧)
394054,louise_francoise_le_blanc_de_la_valliere_(zero_no_tsukaima),4,2383,露易丝·法兰西斯·勒·布朗·德·拉·瓦利埃尔(零之使魔)
1341257,toga_himiko_(boku_no_hero_academia),4,2378,渡我被身子(我的英雄学院)
1459161,tsukino_mito_(2.5_jigen_no_rikyuu),4,2378,月之美兔(2.5 次元的诱惑)
573907,blue_oak_(pokemon),4,2357,青绿（宝可梦）(宝可梦)
1634527,arima_kana_(oshi_no_bushi),4,2357,有马加奈(【我推的孩子】)
1525544,itadori_yuuji_(jujutsu_kaisen),4,2353,虎杖悠仁(咒术回战)
700404,isuzu_hana_(girls_und_panzer),4,2334,五十铃华(少女与战车)
1432299,matara_okina_(touhou),4,2332,摩多罗隐岐奈(东方 Project)
1817174,inkling_boy_(splatoon),4,2331,斯普拉遁男孩(斯普拉遁)
1255756,t-head_admiral_(Azur_Lane),4,2325,T字头提督(碧蓝航线)
436994,sakurai_momoka_(idolmaster_cinderella_girls),4,2300,樱井桃华(偶像大师_灰姑娘女孩)
409162,senjougahara_hitagi_(bakemonogatari),4,2298,战场原黑仪(化物语)
454513,hanekawa_tsubasa_(bakemonogatari),4,2298,羽川翼(化物语)
395970,ranka_lee_(macross),4,2293,兰卡·李(超时空要塞)
549180,kashiwazaki_sena_(boku_wa_tomodachi_ga_sukunai),4,2289,柏崎星奈(我的朋友很少)
1267920,re-class_battleship_(Kancolle),4,2289,Re级战舰(舰队 Collection)
1549045,tsunomaki_watame_(hololive),4,2288,角卷绵芽(Hololive)
385134,ushiromiya_battler_(umineko_no_naku_koro_ni),4,2284,右代宫战人(海猫鸣泣之时)
1257126,p-head_producer_(idolmaster),4,2279,P字头制作人(偶像大师)
99,shinku_(rozen_maiden),4,2278,真红(蔷薇少女)
772426,ohtsuki_yui_(idolmaster_cinderella_girls),4,2278,大槻唯(偶像大师_灰姑娘女孩)
1234829,yang_xiao_long_(rwby),4,2272,阳小龙(RWBY)
1316167,kurosawa_dia_(love_live!),4,2271,黑泽黛雅(LoveLive!)
1316169,matsuura_kanan_(love_live!),4,2270,松浦果南(LoveLive!)
386434,piplup_(pokemon),4,2260,波加曼(宝可梦)
403861,kyonko_(suzumiya_haruhi),4,2250,虚子（凉宫春日）(凉宫春日)
1586177,omaru_polka_(hololive),4,2242,尾丸波尔卡(Hololive)
1384409,akamatsu_kaede_(danganronpa),4,2224,赤松枫(弹丸论破)
615600,toshinou_kyouko_(yuru_yuri),4,2216,岁纳京子(摇曳百合)
1402355,kagari_atsuko_(little_witch_academia),4,2206,篝敦子(小魔女学园)
445847,charizard_(pokemon),4,2197,喷火龙(宝可梦)
1250847,junketsu_(kill_la_kill),4,2190,神衣纯洁(斩服少女)
598066,houjou_hibiki_(senki_zesshou_symphogear),4,2189,北条响(战姬绝唱)
1252196,akuma_homura_(mahou_shoujo_madoka_magica),4,2185,恶魔焰(魔法少女小圆)
1719006,kazama_iroha_(hololive),4,2183,风真伊吕波(Hololive)
4906,lum_(urusei_yatsura),4,2182,拉姆（福星小子）(福星小子)
1789597,asakura_toru_(idolmaster),4,2182,浅仓透(偶像大师)
9080,futami_ami_(idolmaster),4,2176,双海亚美(偶像大师)
666034,akagi_miria_(idolmaster_cinderella_girls),4,2175,赤城米莉亚(偶像大师_灰姑娘女孩)
1388692,touhoku_kiritan_(vocaloid),4,2174,东北切蒲英(vocaloid)
171918,android_18_(dragon_ball),4,2164,人造人18号(龙珠)
1316166,kunikida_hanamaru_(love_live!),4,2164,国木田花丸(LoveLive!)
662472,takanashi_rikka_(chuunibyou),4,2161,小鸟游六花(中二病)
1525545,fushiguro_megumi_(jujutsu_kaisen),4,2159,伏黑惠(咒术回战)
476084,saten_ruiko_(toaru_kagaku_no_railgun),4,2145,佐天泪子(某科学的超电磁炮)
1408667,kochou_shinobu_(kimetsu_no_yaiba),4,2145,蝴蝶忍(鬼灭之刃)
12106,kousaka_tamaki_(idolmaster_cinderella_girls),4,2144,向坂环(偶像大师_灰姑娘女孩)
717136,aida_mana_(dokidoki_precure),4,2143,相田爱(心跳!光之美少女)
416172,kujikawa_rise_(persona),4,2131,久慈川理世(女神异闻录)
1459170,hachimiya_meguru_(idolmaster),4,2119,八宫巡(偶像大师)
1533460,lysithea_von_ordelia_(fire_emblem),4,2106,莉丝缇亚·冯·欧尔黛莉亚(火焰之纹章)
1251354,phosphophyllite_(houseki_no_kuni),4,2099,磷叶石(宝石之国)
405240,amagi_yukiko_(persona),4,2098,天城雪子(女神异闻录)
1533066,hilda_valentine_goneril_(fire_emblem),4,2090,希尔妲·瓦伦丁·哥纳利尔(火焰之纹章)
691541,perrine_h._clostermann,4,2086,佩琳·H·克洛斯特曼(强袭魔女)
713449,morikubo_nono_(idolmaster_cinderella_girls),4,2086,森久保乃乃(偶像大师_灰姑娘女孩)
1386288,harukawa_maki_(danganronpa),4,2083,春川魔姬(弹丸论破)
599208,charlotte_e._yeager,4,2078,夏洛特·E·耶格(强袭魔女)
16066,raising_heart_(mahou_shoujo_lyrical_nanoha),4,2075,旭日之心（魔法杖）(魔法少女奈叶)
426767,ikamusume_(squid_girl),4,2073,乌贼娘(侵略!乌贼娘)
530171,kurumi_erika_(idolmaster_cinderella_girls),4,2069,来海绘里香(偶像大师_灰姑娘女孩)
663681,honda_mio_(idolmaster_cinderella_girls),4,2065,本田未央(偶像大师_灰姑娘女孩)
399582,lucario_(pokemon),4,2054,路卡利欧(宝可梦)
1585360,battleship_princess_(kantai_collection),4,2050,战舰栖姬(舰队 Collection)
610107,akaza_akari_(yuru_yuri),4,2046,赤座灯里(摇曳百合)
1561724,fukumaru_koito_(love_live!),4,2045,福丸小糸(LoveLive!)
660392,hoshizora_miyuki_(idolmaster_cinderella_girls),4,2043,星空美幸(偶像大师_灰姑娘女孩)
1534338,kicchou_yachie_(touhou),4,2042,吉吊八千慧(东方 Project)
41,suiseiseki_(rozen_maiden),4,2040,翠星石(蔷薇少女)
1227373,sessyoin_kiara_(fate),4,2032,杀生院祈荒(Fate 系列)
11050,sonozaki_mion_(higurashi_no_naku_koro_ni),4,2031,园崎魅音(寒蝉鸣泣之时)
1316168,kurosawa_ruby_(love_live!),4,2031,黑泽黛雅(LoveLive!)
1524282,lio_fotia_(promare),4,2028,里欧·弗提亚(普罗米亚)
543959,sakura_miku_(vocaloid),4,2023,樱初音(vocaloid)
16082,ryougi_shiki_(kara_no_kyoukai),4,2018,两仪式(空之境界)
565443,shinjou_akane_(ssss.gridman),4,2014,新条茜(SSSS.古立特)
414820,lynette_bishop_(strike_witches),4,2008,莉涅特·毕晓普(强袭魔女)
1654886,kudamaki_tsukasa_(touhou),4,2008,管牧草(东方 Project)
1346647,shinomiya_kaguya_(kaguya-sama_wa_kokurasetai),4,2005,四宫辉夜(辉夜大小姐想让我告白)
1533350,morpeko_(pokemon),4,2002,莫鲁贝可(宝可梦)
1542542,higashiyama_kobeni_(dance_dance_dance),4,1993,东山小红(Dance_Dance_Dance)
408655,kasane_teto_(vocaloid),4,1988,重音Teto(vocaloid)
1586174,momosuzu_nene_(hololive),4,1977,桃铃音音(Hololive)
664082,miyamoto_frederica_(idolmaster_cinderella_girls),4,1976,宫本芙蕾德莉卡(偶像大师_灰姑娘女孩)
14180,lilith_aensland_(darkstalkers),4,1970,莉莉丝·艾恩斯兰(恶魔战士)
1255499,satou_kazuma_(kono_subarashii_sekai_ni_shukufuku_wo!),4,1965,佐藤和真(为美好的世界献上祝福!)
1406537,shima_rin_(yuru_camp),4,1963,志摩凛(摇曳露营△)
7914,mizuno_ami_(sailor_moon),4,1954,水野亚美(美少女战士)
1239637,jakuzure_nonon_(kill_la_kill),4,1942,蛇崩乃音(斩服少女)
1292966,asui_tsuyu_(boku_no_hero_academia),4,1938,蛙吹梅雨(我的英雄学院)
10546,vegeta_(dragon_ball),4,1935,贝吉塔(龙珠)
1425456,seele_vollerei_(honkai_impact),4,1935,希儿·芙乐艾(崩坏 3)
1678981,kujou_sara_(genshin_impact),4,1927,九条裟罗(原神)
7477,noumi_kudryavka_(little_busters!),4,1925,能美·库特莉亚芙卡(Little_Busters!)
1629435,krista_lenz_(shingeki_no_kyojin),4,1919,赫里斯塔·兰斯(进击的巨人)
1160566,blake_belladonna_(rwby),4,1914,布蕾克·贝拉多娜(RWBY)
1517401,lize_helesta_(nijisanji),4,1913,莉泽·赫露艾斯塔(彩虹社)
1239070,akatsuki_kirika_(senki_zesshou_symphogear),4,1911,晓切歌(战姬绝唱)
713731,tedeza_rize_(gochuumon_wa_usagi_desu_ka?),4,1910,天天座理世(请问您今天要来点兔子吗？)
384405,irisviel_von_einzbern_(fate),4,1909,爱丽丝菲尔·冯·爱因兹贝伦(Fate 系列)
1268743,ujimatsu_chiya_(gochuumon_wa_usagi_desu_ka?),4,1901,宇治松千夜(请问您今天要来点兔子吗？)
7794,aino_minako_(sailor_moon),4,1900,爱野美奈子(美少女战士)
445901,gengar_(pokemon),4,1896,耿鬼(宝可梦)
1387748,katsuki_yuuri_(yuri_on_ice),4,1890,胜生勇利(冰上的尤里)
700409,tsumiki_mikan_(danganronpa),4,1883,罪木蜜柑(弹丸论破)
433649,johnny_joestar_(jojo_no_kimyou_na_bouken),4,1871,乔尼·乔斯达(JOJO 的奇妙冒险)
1387712,viktor_nikiforov_(yuri_on_ice),4,1869,维克托·尼基福罗夫(冰上的尤里)
383738,vivio_(mahou_shoujo_lyrical_nanoha),4,1857,薇薇欧(魔法少女奈叶)
1403842,chiyoda_momo_(idolmaster),4,1856,千代田桃(偶像大师)
1657251,elira_pendora_(nijisanji),4,1840,艾莉拉·潘朵拉(彩虹社)
301250,yae_sakura_(toaru_majutsu_no_index),4,1839,八重樱(魔法禁书目录)
753977,sinon_(sword_art_online),4,1836,诗乃|诗乃(刀剑神域)
681874,shiomi_syuko_(persona),4,1835,盐见周子(女神异闻录)
1581062,shiomi_kotone_(persona),4,1829,盐见琴音(女神异闻录)
8276,bardiche_(mahou_shoujo_lyrical_nanoha),4,1827,雷光战斧(魔法少女奈叶)
601490,monokuma_(danganronpa),4,1821,黑白熊(弹丸论破)
1459802,shirase_sakuya_(idolmaster),4,1814,白濑咲耶(偶像大师)
716185,nishizumi_shiho_(girls_und_panzer),4,1810,西住志穗(少女与战车)
628777,yuzuriha_inori_(guilty_crown),4,1807,楪祈(罪恶王冠)
1300728,oumae_kumiko_(hibike_euphonium),4,1805,黄前久美子(吹响!上低音号)
382079,takara_miyuki_(lucky_star),4,1789,高良美幸(幸运星)
717139,kenzaki_makoto_(idolmaster_cinderella_girls),4,1778,剑崎真琴(偶像大师_灰姑娘女孩)
1243759,horikawa_raiko_(touhou),4,1770,堀川雷鼓(东方 Project)
10146,koizumi_itsuki_(suzumiya_haruhi),4,1766,古泉一树(凉宫春日)
1675744,selen_tatsuki_(virtual_youtuber),4,1765,赛伦·龙月(虚拟主播)
1536889,kanroji_mitsuri_(kimetsu_no_yaiba),4,1759,甘露寺蜜璃(鬼灭之刃)
1421907,komi_shouko_(komi-san_wa_komyushou_desu),4,1758,古见硝子(古见同学有交流障碍症)
361258,ranma-chan_(ranma_1/2),4,1756,乱马酱(乱马 1/2)
399147,yowane_haku_(vocaloid),4,1753,弱音白(vocaloid)
13036,misumi_nagisa_(futari_wa_precure),4,1752,美墨渚(光之美少女)
1266581,ramlethal_valentine_(guilty_gear),4,1747,拉姆蕾萨尔·华伦泰(罪恶装备)
401594,palutena_(kid_icarus),4,1739,帕露蒂娜(光神话)
386242,sakata_gintoki_(gintama),4,1738,坂田银时(银魂)
414816,sakamoto_mio_(strike_witches),4,1738,坂本美绪(强袭魔女)
663432,kamiya_nao_(idolmaster_cinderella_girls),4,1734,神谷奈绪(偶像大师_灰姑娘女孩)
727253,hojo_karen_(idolmaster),4,1734,北条加莲(偶像大师)
1862390,hiroi_kikuri_(bocchi_the_rock!),4,1733,广井菊里(孤独摇滚!)
392481,madotsuki_(yume_nikki),4,1732,窗子(梦日记)
1344590,matsuno_osomatsu_(osomatsu-kun),4,1726,松野小松(阿松)
664313,moroboshi_kirari_(idolmaster_cinderella_girls),4,1722,诸星琪拉莉(偶像大师_灰姑娘女孩)
1749629,chouzetsusaikawa_tenshi-chan_(needy_streamer_overdose),4,1721,超绝最可爱天使酱(主播女孩重度依赖)
496829,makoto_nanaya_(blazblue),4,1720,琴月·七夜(苍翼默示录)
1344591,matsuno_karamatsu_(osomatsu-kun),4,1720,松野空松(阿松)
424944,hanamura_yousuke_(persona),4,1716,花村阳介(女神异闻录)
1368824,takamaki_anne_(persona),4,1716,高卷杏(女神异闻录)
663460,sasaki_chie_(persona),4,1715,佐佐木千枝(女神异闻录)
1462453,morino_rinze_(idolmaster),4,1715,森野凛世(偶像大师)
529058,hanasaki_tsubomi_(heartcatch_precure!),4,1713,花咲蕾(HeartCatch 光之美少女!)
1549066,himemori_luna_(hololive),4,1713,姬森璐娜(Hololive)
8107,bulma_(dragon_ball),4,1712,布尔玛(龙珠)
1365551,sakura_futaba_(persona),4,1710,佐仓双叶(女神异闻录)
1423783,eternity_larva_(touhou),4,1709,永恒的幼虫(东方 Project)
1292970,yaoyorozu_momo_(boku_no_hero_academia),4,1705,八百万百(我的英雄学院)
1344593,matsuno_ichimatsu_(osomatsu-kun),4,1702,松野一松(阿松)
1344594,matsuno_jyushimatsu_(osomatsu-kun),4,1701,松野十四松(阿松)
5036,signum_(mahou_shoujo_lyrical_nanoha),4,1699,希格纳姆(魔法少女奈叶)
445954,bulbasaur_(pokemon),4,1699,妙蛙种子(宝可梦)
1533840,kurokoma_saki_(touhou),4,1699,黑驹早鬼(东方 Project)
1460817,kuwayama_chiyuki_(idolmaster),4,1696,桑山千雪(偶像大师)
1554856,hayakawa_aki_(chainsaw_man),4,1696,早川秋(电锯人)
657914,tokisaki_kurumi_(date_a_live),4,1693,时崎狂三(约会大作战)
1316170,ohara_mari_(love_live!),4,1692,小原鞠莉(LoveLive!)
697698,kirigaya_suguha_(sword_art_online),4,1689,桐谷直叶(刀剑神域)
1541326,hoshikawa_sara_(nijisanji),4,1689,星川莎拉(彩虹社)
1298160,kotonoha_akane_(vocaloid),4,1686,琴叶茜(vocaloid)
1470527,natori_sana_(nijisanji),4,1686,名取纱那(彩虹社)
401222,noel_vermillion_(blazblue),4,1683,诺爱尔·梵米利昂(苍翼默示录)
1296572,todoroki_shouto_(boku_no_hero_academia),4,1677,轰焦冻(我的英雄学院)
1665751,t-head_trainer_(umamusume),4,1676,T字头训练师(赛马娘)
15221,hanyuu_(higurashi_no_naku_koro_ni),4,1675,羽入(寒蝉鸣泣之时)
1412756,theresa_apocalypse_(honkai_impact),4,1675,特蕾莎·阿波卡利斯(崩坏 3)
432714,trafalgar_law_(one_piece),4,1673,特拉法尔加·罗(海贼王)
375109,midna_(the_legend_of_zelda),4,1672,米德娜(塞尔达传说)
1410565,fujiwara_chika_(kaguya-sama_wa_kokurasetai),4,1668,藤原千花(辉夜大小姐想让我告白)
606667,kirino_ranmaru_(idolmaster),4,1667,雾野兰丸(偶像大师)
1654887,iizunamaru_megumu_(touhou),4,1667,饭纲丸龙(东方 Project)
386311,otonashi_kotori_(idolmaster),4,1666,音无小鸟(偶像大师)
396068,watatsuki_no_yorihime_(touhou),4,1661,綿月依姬(东方 Project)
1419028,komano_aunn_(touhou),4,1661,高丽野阿吽(东方 Project)
436223,nanasaki_ai_(idolmaster_cinderella_girls),4,1657,七咲逢(偶像大师_灰姑娘女孩)
8151,hino_rei_(sailor_moon),4,1653,火野丽(美少女战士)
423669,saber_lily_(fate),4,1651,Saber莉莉(Fate 系列)
658795,mimura_kanako_(idolmaster_cinderella_girls),4,1651,三村加奈子(偶像大师_灰姑娘女孩)
1525780,rotom_phone_(pokemon),4,1651,洛托姆手机(宝可梦)
1493508,princess_king_boo_(super_mario),4,1642,幽灵王公主(超级马力欧)
712088,leafa_(sword_art_online),4,1638,莉法(刀剑神域)
593284,naegi_makoto_(danganronpa),4,1638,苗木诚(弹丸论破)
593802,minamino_kanade_(heartcatch_precure!),4,1638,南野奏(HeartCatch 光之美少女!)
42,souseiseki_(rozen_maiden),4,1637,苍星石(蔷薇少女)
8586,chibi_usa_(sailor_moon),4,1634,小小兔(美少女战士)
1407560,kizuna_ai_(vocaloid),4,1634,绊爱(vocaloid)
1459804,tsukioka_kogane_(idolmaster),4,1634,月冈恋钟(偶像大师)
707037,hoshi_syoko_(idolmaster_cinderella_girls),4,1633,星辉子(偶像大师_灰姑娘女孩)
378207,matou_kariya_(fate),4,1631,间桐雁夜(Fate 系列)
1492381,shiina_yuika_(idolmaster_cinderella_girls),4,1631,椎名唯华(偶像大师_灰姑娘女孩)
432816,kishibe_rohan_(jojo_no_kimyou_na_bouken),4,1629,岸边露伴(JOJO 的奇妙冒险)
354943,edward_elric_(fullmetal_alchemist),4,1628,爱德华·艾尔利克(钢之炼金术师)
1719012,takane_lui_(hololive),4,1625,鹰岭琉衣(Hololive)
403378,yuffie_kisaragi_(final_fantasy),4,1620,尤菲·如月(最终幻想)
11427,kasugano_sakura_(street_fighter),4,1620,春日野樱(街头霸王)
727697,sylveon_(pokemon),4,1619,仙子伊布(宝可梦)
1375862,mimikyu_(pokemon),4,1601,谜拟Q(宝可梦)
425768,umbreon_(pokemon),4,1599,月亮伊布(宝可梦)
1273262,rensouhou-kun_(kantai_collection),4,1599,连装炮君(舰队 Collection)
466260,terra_branford_(final_fantasy),4,1587,蒂娜·布兰福德(最终幻想)
7559,luigi_(super_mario),4,1585,路易吉(超级马力欧)
1245442,i-class_destroyer_(kantai_collection),4,1582,I级驱逐舰(舰队 Collection)
1762182,ranni_the_witch_(elden_ring),4,1578,魔女菈妮(艾尔登法环)
1248309,sendai_hakurei_no_miko_(touhou),4,1572,先代博丽巫女(东方 Project)
427708,ushiromiya_ange_(umineko_no_naku_koro_ni),4,1569,右代宫缘寿(海猫鸣泣之时)
1513845,scorbunny_(pokemon),4,1563,炎兔儿(宝可梦)
1527621,marianne_von_edmund_(fire_emblem),4,1562,玛丽安奴·冯·艾德蒙(火焰之纹章)
1508231,sunazuka_akira_(idolmaster),4,1559,砂冢明(偶像大师)
425771,glaceon_(pokemon),4,1557,冰伊布(宝可梦)
592111,oshawott_(pokemon),4,1556,水水獭(宝可梦)
1344592,matsuno_choromatsu_(osomatsu-kun),4,1556,松野轻松(阿松)
8545,kamio_misuzu_(air),4,1550,神尾观铃(AIR)
1712705,adachi_rei_(lycoris_recoil),4,1546,安达丽(Lycoris_Recoil_莉可丽丝)
547415,funami_yui_(yuru_yuri),4,1544,船见结衣(摇曳百合)
1462526,higuchi_kaede_(nijisanji),4,1544,樋口枫(彩虹社)
1253671,gamagoori_ira_(kill_la_kill),4,1543,蟇郡苛(斩服少女)
374467,princess_daisy_(super_mario),4,1539,黛西公主(超级马力欧)
56878,fujibayashi_kyou_(clannad),4,1538,藤林杏(CLANNAD)
1496188,yuzuki_choco_(hololive),4,1538,癒月巧可(Hololive)
8152,kino_makoto_(bishoujo_senshi_sailor_moon),4,1536,木野真琴(美少女战士)
470503,konjiki_no_yami_(to_love-ru),4,1535,金色之暗(出包王女)
695285,sakuma_mayu_(idolmaster_cinderella_girls),4,1533,佐久间麻由(偶像大师_灰姑娘女孩)
1515526,serizawa_asahi_(idolmaster),4,1529,芹泽朝日(偶像大师)
479648,hirasawa_ui_(k-on!),4,1524,平泽忧(轻音少女!)
1789592,osaki_amana_(idolmaster),4,1524,大崎甘奈(偶像大师)
11051,sonozaki_shion_(higurashi_no_naku_koro_ni),4,1520,园崎诗音(寒蝉鸣泣之时)
1304225,mikazuki_munechika_(touken_ranbu),4,1520,三日月宗近(刀剑乱舞)
126661,furukawa_nagisa_(clannad),4,1519,古河渚(CLANNAD)
1517393,inui_toko_(nijisanji),4,1519,戌亥床(彩虹社)
658638,oreki_houtarou_(hyouka),4,1518,折木奉太郎(冰菓)
1307612,nishi_kinuyo_(girls_und_panzer),4,1518,西绢代(少女与战车)
384100,natsume_rin_(little_busters!),4,1516,枣铃(Little_Busters!)
54495,jean_pierre_polnareff_(jojo_no_kimyou_na_bouken),4,1511,让·皮耶尔·波鲁那雷夫(JOJO 的奇妙冒险)
474547,uiharu_kazari_(toaru_kagaku_no_railgun),4,1509,初春饰利(某科学的超电磁炮)
1420690,hikawa_sayo_(bandori),4,1509,冰川纱夜(BanG_Dream!)
1525557,nanami_kento_(jujutsu_kaisen),4,1509,七海建人(咒术回战)
1533833,haniyasushin_keiki_(touhou),4,1507,埴安神袿姬(东方 Project)
414819,francesca_lucchini_(strike_witches),4,1506,弗朗西斯卡·鲁基尼(强袭魔女)
418600,kamui_gakupo_(vocaloid),4,1505,神威乐步(vocaloid)
423040,amy_rose_(sonic_the_hedgehog),4,1497,艾咪·罗斯(刺猬索尼克)
657793,cure_peace_(smile_precure!),4,1497,快乐天使(Smile 光之美少女!)
12208,shihouin_yoruichi_(bleach),4,1493,四枫院夜一(死神)
1611363,kureiji_ollie_(hololive),4,1491,夸西·奥利(Hololive)
1360561,natsuki_subaru_(re_zero),4,1490,菜月昴(Re:从零开始的异世界生活)
1303947,kashuu_kiyomitsu_(touken_ranbu),4,1489,加州清光(刀剑乱舞)
4908,kero_(cardcaptor_sakura),4,1488,可鲁贝洛斯(魔卡少女樱)
1972686,fuwawa_abyssgard_(hololive),4,1488,芙瓦瓦·深渊守卫(Hololive)
13037,yukishiro_honoka_(futari_wa_precure),4,1486,雪城穗乃香(光之美少女)
1517396,ange_katrina_(nijisanji),4,1483,安洁·卡特莉娜(彩虹社)
1344595,matsuno_todomatsu_(osomatsu-kun),4,1480,松野椴松(阿松)
1445023,hikawa_hina_(bandori),4,1480,冰川日菜(BanG_Dream!)
1495228,konno_junko_(sword_art_online),4,1478,绀野纯子(刀剑神域)
382240,nekomusume_(gegege_no_kitarou),4,1477,猫娘(鬼太郎)
1298161,kotonoha_aoi_(vocaloid),4,1475,琴叶葵(vocaloid)
1972687,mococo_abyssgard_(hololive),4,1472,莫可可·深渊守卫(Hololive)
437685,bayonetta_(bayonetta),4,1470,贝优妮塔(猎天使魔女)
10082,sephiroth_(final_fantasy),4,1468,萨菲罗斯(最终幻想)
1374966,kamado_tanjirou_(kimetsu_no_yaiba),4,1468,灶门炭治郎(鬼灭之刃)
12207,inoue_orihime_(bleach),4,1461,井上织姬(死神)
1503277,makaino_ririmu_(idolmaster),4,1461,魔界之莉莉姆(偶像大师)
1575935,nagatoro_hayase_(ijiranaide_nagatoro-san),4,1459,长瀞早濑(不要欺负我，长瀞同学)
902082,tateyama_ayano_(kagerou_project),4,1458,楯山文乃(阳炎 Project)
1243753,tsukumo_benben_(touhou),4,1452,九十九弁弁(东方 Project)
1462508,tokino_sora_(hololive),4,1449,时乃空(Hololive)
466937,higashi_setsuna_(fresh_precure!),4,1447,东刹那(Fresh 光之美少女!)
428744,yuri_lowell_(tales_of),4,1445,尤利·罗威尔(传说系列)
12210,kuchiki_rukia_(bleach),4,1439,朽木露琪亚(死神)
1829230,octoling_girl_(splatoon),4,1439,章鱼娘(斯普拉遁)
7449,daidouji_tomoyo_(cardcaptor_sakura),4,1438,大道寺知世(魔卡少女樱)
181219,kirijou_mitsuru_(persona),4,1438,桐条美鹤(女神异闻录)
550010,tsukikage_yuri_(heartcatch_precure!),4,1438,月影百合(HeartCatch 光之美少女!)
1288044,popuko_(pop_team_epic),4,1435,波普子(POP_TEAM_EPIC)
1438046,android_21_(dragon_ball),4,1433,人造人21号(龙珠)
1462223,hatoba_tsugu_(idolmaster),4,1432,鸠羽嗣(偶像大师)
1377502,tamura_yuri_(yuru_yuri),4,1430,田村百合(摇曳百合)
387299,prisma_illya_(fate),4,1429,魔法少女伊莉雅(Fate 系列)
717606,yukinoshita_yukino_(oregairu),4,1428,雪之下雪乃(我的青春恋爱物语果然有问题。)
445840,jigglypuff_(pokemon),4,1420,胖丁(宝可梦)
428824,bruno_bucciarati_(jojo_no_kimyou_na_bouken),4,1419,布鲁诺·布加拉提(JOJO 的奇妙冒险)
1464773,nakano_itsuki_(go-toubun_no_hanayome),4,1419,中野五月(五等分的新娘)
1518710,hisakawa_hayate_(idolmaster),4,1412,久川飒(偶像大师)
439343,ragna_the_bloodedge_(blazblue),4,1411,拉格纳·布莱德艾奇(苍翼默示录)
1706706,toutetsu_yuuma_(touhou),4,1411,饕餮尤魔(东方 Project)
101524,bowser_(super_mario),4,1407,库巴(超级马力欧)
1462454,sonoda_chiyoko_(idolmaster),4,1407,园田智代子(偶像大师)
